,0,genres,image_url,isbn,page_num,pub_year,rating,title,writer
5042,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1275974472M/34504.JPG,61020664,203,1988,5,"WYRD SISTERS (DISCWORLD, #6; WITCHES #2)",TERRY PRATCHETT
5043,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1496659743M/6604794.JPG,803734956,168,2010,5,THE SKY IS EVERYWHERE,JANDY NELSON
5044,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331532273M/12680907.JPG,803734735,151,2012,5,"BITTERBLUE (GRACELING REALM, #3)",KRISTIN CASHORE
5045,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1395218526M/2179276.JPG,24831,174,2008,5,"THE TIME PARADOX (ARTEMIS FOWL, #6)",EOIN COLFER
5046,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1495632082M/5176.JPG,345443284,133,1998,5,WHILE I WAS GONE,SUE MILLER
5047,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1298081448M/7243142.JPG,25298,112,2010,5,"KEYS TO THE DEMON PRISON (FABLEHAVEN, #5)",BRANDON MULL
5048,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1349952101M/6259.JPG,679776818,171,1993,5,BIRDSONG,SEBASTIAN FAULKS
5049,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1312016549M/6485421.JPG,11868,114,2009,5,"THE MORTAL INSTRUMENTS BOXED SET: CITY OF BONES; CITY OF ASHES; CITY OF GLASS (THE MORTAL INSTRUMENTS, #1-3)",CASSANDRA CLARE
5050,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329013365M/11561469.JPG,44608,132,2011,5,"REASON TO BREATHE (BREATHING, #1)",REBECCA DONOVAN
5051,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1481663395M/77262.JPG,60921145,134,1990,5,ANIMAL DREAMS,BARBARA KINGSOLVER
5052,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329827169M/263050.JPG,330488902,145,2004,5,THE DEATH AND LIFE OF CHARLIE ST. CLOUD,BEN SHERWOOD
5053,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328815507M/4499669.JPG,805448659,136,2008,5,THE LOVE DARE,"STEPHEN KENDRICK, ALEX KENDRICK"
5054,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1275694232M/6050678.JPG,7975,154,2009,5,"LEVIATHAN (LEVIATHAN, #1)",SCOTT WESTERFELD
5055,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362166252M/14061955.JPG,805094601,144,2013,5,"SIEGE AND STORM (SHADOW AND BONE, #2)",LEIGH BARDUGO
5056,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1486837149M/131359.JPG,553119222,161,1937,5,"DEATH ON THE NILE (HERCULE POIROT, #17)",AGATHA CHRISTIE
5057,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1421711380M/23899174.JPG,9590,133,2015,5,IN THE UNLIKELY EVENT,JUDY BLUME
5058,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1436460934M/23174274.JPG,62310666,165,2016,5,"GLASS SWORD (RED QUEEN, #2)",VICTORIA AVEYARD
5059,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1472119680M/27833670.JPG,6279,157,2016,5,DARK MATTER,BLAKE CROUCH
5060,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1259077761M/23220.JPG,60525118,150,2005,5,"SIZE 12 IS NOT FAT (HEATHER WELLS, #1)",MEG CABOT
5061,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391329559M/139069.JPG,679800034,175,1959,5,ENDURANCE: SHACKLETON'S INCREDIBLE VOYAGE,ALFRED LANSING
5062,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1390018729M/209194.JPG,7151667,249,1924,5,THE MAN IN THE BROWN SUIT,AGATHA CHRISTIE
5063,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1377284428M/16278318.JPG,804137250,137,2015,5,ARMADA,ERNEST CLINE
5064,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1449142000M/22816087.JPG,44132,135,2015,5,SEVENEVES,NEAL STEPHENSON
5065,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1480121122M/22544764.JPG,804179034,141,2015,5,UPROOTED,NAOMI NOVIK
5066,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1388257271M/357.JPG,671742515,182,1988,5,"THE LONG DARK TEA-TIME OF THE SOUL (DIRK GENTLY, #2)",DOUGLAS ADAMS
5067,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328004947M/100464.JPG,679800034,171,1997,5,"DRAGON RIDER (DRAGON RIDER, #1)",CORNELIA FUNKE
5068,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391204048M/6324090.JPG,43996,3396,1865,5,ALICE'S ADVENTURES IN WONDERLAND,"LEWIS CARROLL, JOHN TENNIEL"
5069,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1365173799M/11710373.JPG,385344430,139,2014,5,"WRITTEN IN MY OWN HEART'S BLOOD (OUTLANDER, #8)",DIANA GABALDON
5070,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1443764106M/34494.JPG,60012382,200,2003,5,"THE WEE FREE MEN (DISCWORLD, #30; TIFFANY ACHING, #1)",TERRY PRATCHETT
5071,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327989202M/7664334.JPG,9485,135,2010,5,AMY & ROGER'S EPIC DETOUR,MORGAN MATSON
5072,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1467700995M/5454.JPG,385731051,177,2003,5,"THE SECOND SUMMER OF THE SISTERHOOD (SISTERHOOD, #2)",ANN BRASHARES
5073,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328753072M/32552.JPG,11070,112,1849,5,ESSENTIAL TALES AND POEMS,"EDGAR ALLAN POE, BENJAMIN F. FISHER"
5074,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331740153M/12971616.JPG,61974587,159,2012,5,"THE RISE OF NINE (LORIEN LEGACIES, #3)",PITTACUS LORE
5075,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327893384M/943402.JPG,8608,197,2004,5,LET THE RIGHT ONE IN,JOHN AJVIDE LINDQVIST
5076,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1345767584M/9300.JPG,99489988,165,1995,5,"WATERMELON (WALSH FAMILY, #1)",MARIAN KEYES
5077,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1324373974M/338691.JPG,312948557,173,2005,5,"STILL LIFE (CHIEF INSPECTOR ARMAND GAMACHE, #1)",LOUISE PENNY
5078,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407709390M/82748.JPG,60555955,176,2000,5,SUSHI FOR BEGINNERS,MARIAN KEYES
5079,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1372727082M/7507825.JPG,767919386,180,2010,5,AT HOME: A SHORT HISTORY OF PRIVATE LIFE,BILL BRYSON
5080,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1396671788M/20821087.JPG,24924,154,2014,5,THE PAYING GUESTS,SARAH WATERS
5081,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320540825M/232576.JPG,440416795,161,1964,5,HARRIET THE SPY (HARRIET THE SPY #1),LOUISE FITZHUGH
5082,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355276847M/32559.JPG,451526759,175,1960,5,THE FALL OF THE HOUSE OF USHER AND OTHER TALES ,"EDGAR ALLAN POE, STEPHEN MARLOWE"
5083,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344621657M/9592.JPG,385334141,203,1961,5,MOTHER NIGHT,KURT VONNEGUT JR.
5084,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1443685506M/17799.JPG,99448572,229,1992,5,"SOUTH OF THE BORDER, WEST OF THE SUN","HARUKI MURAKAMI, PHILIP GABRIEL"
5085,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1357012113M/17200687.JPG,43384,129,2012,5,"RULE (MARKED MEN, #1)","JAY CROWNOVER, CHARLOTTE CONNAN DE VRIES"
5086,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1463767452M/15811545.JPG,670026638,158,2013,5,A TALE FOR THE TIME BEING,RUTH OZEKI
5087,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1455089249M/21104828.JPG,43316,160,2015,5,THE LAKE HOUSE,KATE MORTON
5088,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1489721554M/342445.JPG,785121447,120,2007,5,THE DARK TOWER: THE GUNSLINGER BORN,"PETER DAVID, ROBIN FURTH, JAE LEE, RICHARD ISANOVE, STEPHEN KING"
5089,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391346857M/44659.JPG,345468643,167,1982,5,"PAWN OF PROPHECY (THE BELGARIAD, #1)",DAVID EDDINGS
5090,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329104700M/8058301.JPG,679800034,125,2011,5,"GHOST STORY (THE DRESDEN FILES,  #13)",JIM BUTCHER
5091,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1347309330M/1158967.JPG,553805487,174,2007,5,"GARDEN SPELLS (WAVERLEY FAMILY, #1)",SARAH ADDISON ALLEN
5092,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1450653428M/25893709.JPG,26600,149,2016,5,MY NAME IS LUCY BARTON,"ELIZABETH STROUT, GORAN SKROBONJA"
5093,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1419962914M/53764.JPG,575070706,118,1977,5,THE GREAT DUNE TRILOGY  ,FRANK HERBERT
5094,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1333692194M/189802.JPG,345403959,125,1995,5,BELGARATH THE SORCERER,"DAVID EDDINGS, LEIGH EDDINGS"
5095,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344397557M/10915.JPG,743418719,155,2001,5,SALEM FALLS,JODI PICOULT
5096,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348336780M/1052.JPG,451205367,287,1926,5,THE RICHEST MAN IN BABYLON,GEORGE S. CLASON
5097,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1316177353M/10079321.JPG,679800034,144,2011,5,"THE MAGICIAN KING (THE MAGICIANS, #2)",LEV GROSSMAN
5098,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1425007748M/32067.JPG,679800034,772,1928,5,LADY CHATTERLEY'S LOVER,"D.H. LAWRENCE, DORIS LESSING, CHESTER BROWN"
5099,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1418012204M/27494.JPG,10335,724,1855,5,LEAVES OF GRASS,WALT WHITMAN
5100,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1401734230M/13376.JPG,689852231,153,2002,5,"THE HOUSE OF THE SCORPION (MATTEO ALACRAN, #1)",NANCY FARMER
5101,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358010468M/7661.JPG,60872985,192,2006,5,NEXT,MICHAEL CRICHTON
5102,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327917754M/9579634.JPG,7423292,101,2011,5,"PRINCE OF THORNS (THE BROKEN EMPIRE, #1)",MARK  LAWRENCE
5103,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1372773964M/18149927.JPG,42772,138,2013,5,"BENEATH THIS MAN (THIS MAN, #2)",JODI ELLEN MALPAS
5104,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1429810397M/23734628.JPG,20856,151,2015,5,CARRY ON,RAINBOW ROWELL
5105,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375030179M/17020.JPG,60541431,135,2005,5,"13 LITTLE BLUE ENVELOPES (LITTLE BLUE ENVELOPE, #1)",MAUREEN JOHNSON
5106,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1500689111M/23437156.JPG,26563,148,2015,5,"SIX OF CROWS (SIX OF CROWS, #1)",LEIGH BARDUGO
5107,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1347810788M/8492856.JPG,670012947,131,2011,5,WHAT HAPPENED TO GOODBYE,SARAH DESSEN
5108,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327883012M/18521.JPG,141183535,440,1929,5,A ROOM OF ONE'S OWN,VIRGINIA WOOLF
5109,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403772793M/68591.JPG,19836,239,1990,5,BRIDA,"PAULO COELHO, MONTSERRAT MIRA"
5110,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320530145M/530965.JPG,812967127,262,1951,5,THE DAY OF THE TRIFFIDS,JOHN WYNDHAM
5111,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375808439M/18297707.JPG,42500,153,2013,5,"TANGLED (TANGLED, #1)",EMMA CHASE
5112,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1446876799M/6759.JPG,316921173,156,1996,5,INFINITE JEST,DAVID FOSTER WALLACE
5113,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1345145377M/12216302.JPG,451464400,119,2012,5,"COLD DAYS (THE DRESDEN FILES, #14)",JIM BUTCHER
5114,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358229157M/285205.JPG,441014739,140,2007,5,"BLOOD BOUND (MERCY THOMPSON, #2)",PATRICIA BRIGGS
5115,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1342448094M/568645.JPG,26260,155,2007,5,"CROSS MY HEART AND HOPE TO SPY (GALLAGHER GIRLS, #2)",ALLY CARTER
5116,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375972497M/13188676.JPG,42330,141,2014,5,"IGNITE ME (SHATTER ME, #3)",TAHEREH MAFI
5117,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403194637M/5196.JPG,440235596,173,1998,5,TARA ROAD,MAEVE BINCHY
5118,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320424154M/505304.JPG,307021343,139,1942,5,THE POKY LITTLE PUPPY (A LITTLE GOLDEN BOOK),"JANETTE SEBRING LOWREY, GUSTAF TENGGREN"
5119,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1451448230M/11334.JPG,679800034,186,1977,5,SONG OF SOLOMON,TONI MORRISON
5120,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1409596011M/248596.JPG,380729407,236,1962,5,"SOMETHING WICKED THIS WAY COMES (GREEN TOWN, #2)",RAY BRADBURY
5121,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1404576577M/4929705.JPG,15222,159,2009,5,A RELIABLE WIFE,ROBERT GOOLRICK
5122,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1398637405M/9378297.JPG,765328658,150,2011,5,"ANNA DRESSED IN BLOOD (ANNA, #1)",KENDARE BLAKE
5123,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358229529M/1412138.JPG,441015662,133,2008,5,"IRON KISSED (MERCY THOMPSON, #3)",PATRICIA BRIGGS
5124,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1423222939M/766955.JPG,689832133,139,1999,5,"CLICK, CLACK, MOO: COWS THAT TYPE","DOREEN CRONIN, BETSY LEWIN"
5125,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320396250M/2402971.JPG,385733585,169,2008,5,"THE MAGICIAN (THE SECRETS OF THE IMMORTAL NICHOLAS FLAMEL, #2)",MICHAEL SCOTT
5126,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1301778006M/31338.JPG,679800034,161,1995,5,"MEMNOCH THE DEVIL (THE VAMPIRE CHRONICLES, #5)",ANNE RICE
5127,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1299346921M/608474.JPG,140439072,946,1890,5,THE SIGN OF FOUR,"ARTHUR CONAN DOYLE, PETER ACKROYD, ED GLINERT"
5128,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1304027128M/3475161.JPG,451462564,128,2009,5,"TURN COAT (THE DRESDEN FILES, #11)",JIM BUTCHER
5129,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1417900879M/13662.JPG,689845367,218,1970,5,"THE TOMBS OF ATUAN (EARTHSEA CYCLE, #2)",URSULA K. LE GUIN
5130,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327889474M/12287209.JPG,41854,112,2011,5,"WOOL (WOOL, #1)",HUGH HOWEY
5131,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1316727699M/3507.JPG,312349486,149,2006,5,"TWELVE SHARP (STEPHANIE PLUM, #12)",JANET EVANOVICH
5132,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1377674928M/298275.JPG,811201880,287,1938,5,NAUSEA,"JEAN-PAUL SARTRE, LLOYD ALEXANDER, HAYDEN CARRUTH"
5133,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1350137101M/106069.JPG,25500,136,1997,5,BATMAN: THE LONG HALLOWEEN,"JEPH LOEB, TIM SALE, GREGORY WRIGHT, RICHARD STARKINGS"
5134,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1459567327M/95617.JPG,842377506,136,1993,5,"A VOICE IN THE WIND (MARK OF THE LION, #1)","FRANCINE RIVERS, RICHARD FERRONE"
5135,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1288354739M/136782.JPG,679800034,213,2000,5,"STORMBREAKER (ALEX RIDER, #1)",ANTHONY HOROWITZ
5136,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320520930M/6480781.JPG,307268195,160,2009,5,OPEN,"ANDRE AGASSI, J.R. MOEHRINGER"
5137,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327054226M/8680278.JPG,10291,139,2011,5,"WE'LL ALWAYS HAVE SUMMER (SUMMER, #3)",JENNY HAN
5138,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1473397159M/2195464.JPG,307269191,220,2007,5,WHAT I TALK ABOUT WHEN I TALK ABOUT RUNNING,"HARUKI MURAKAMI, PHILIP GABRIEL"
5139,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1491591796M/10305231.JPG,24500,180,2011,5,"THE NEXT ALWAYS (INN BOONSBORO, #1)","NORA ROBERTS, MACLEOD ANDREWS"
5140,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1386633982M/784911.JPG,11454,147,2006,5,"RISE OF THE EVENING STAR (FABLEHAVEN, #2)",BRANDON MULL
5141,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329256279M/13127599.JPG,61257095,141,2012,5,THE SHOEMAKER'S WIFE,ADRIANA TRIGIANI
5142,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1496938681M/7719245.JPG,61985848,139,2010,5,"PARANORMALCY (PARANORMALCY, #1)",KIERSTEN WHITE
5143,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1171076278M/86663.JPG,312936222,143,2004,5,"TEN BIG ONES (STEPHANIE PLUM, #10)",JANET EVANOVICH
5144,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1405336818M/6440.JPG,140436588,980,1819,5,IVANHOE,WALTER SCOTT
5145,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1304027244M/6585201.JPG,679800034,120,2010,5,"CHANGES (THE DRESDEN FILES, #12)",JIM BUTCHER
5146,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1282369257M/8949352.JPG,312364423,145,2011,5,NIGHT ROAD,KRISTIN HANNAH
5147,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1306421260M/29999.JPG,752865331,307,1930,5,THE MALTESE FALCON,DASHIELL HAMMETT
5148,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403704671M/20707959.JPG,679800034,178,2014,5,GRAY MOUNTAIN,JOHN GRISHAM
5149,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327997342M/318431.JPG,316548189,213,1994,5,LONG WALK TO FREEDOM,NELSON MANDELA
5150,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1316129534M/854757.JPG,312987854,158,2004,5,BET ME,JENNIFER CRUSIE
5151,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408317983M/13812.JPG,553564943,158,1982,5,"MAGICIAN: APPRENTICE (THE RIFTWAR SAGA, #1)",RAYMOND E. FEIST
5152,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1405420599M/7667.JPG,99556316,178,1996,5,AIRFRAME,MICHAEL CRICHTON
5153,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408924681M/91244.JPG,192750968,151,1955,5,"BEEZUS AND RAMONA (RAMONA, #1)",BEVERLY CLEARY
5154,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1357995380M/10407279.JPG,575096578,146,2012,5,"DEADLOCKED (SOOKIE STACKHOUSE, #12)",CHARLAINE HARRIS
5155,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348364490M/6617928.JPG,143145541,136,2010,5,SAVING CEECEE HONEYCUTT,"BETH HOFFMAN, JENNA LAMIA"
5156,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1285771367M/9409458.JPG,545259088,176,2011,5,"FOREVER (THE WOLVES OF MERCY FALLS, #3)",MAGGIE STIEFVATER
5157,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1338735611M/18545.JPG,802132758,143,1966,5,ROSENCRANTZ AND GUILDENSTERN ARE DEAD,"TOM STOPPARD, HENRY POPKIN"
5158,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1353721885M/48328.JPG,413757102,192,1961,5,REVOLUTIONARY ROAD,RICHARD YATES
5159,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1415585664M/12658.JPG,375760377,147,1959,5,HAWAII,JAMES A. MICHENER
5160,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1427119396M/37793.JPG,15680,703,1879,5,A DOLL'S HOUSE,"HENRIK IBSEN, MICHAEL   MEYER"
5161,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308458213M/32439.JPG,553582917,182,1987,5,INTENSITY,DEAN KOONTZ
5162,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408324949M/20696006.JPG,805095152,162,2014,5,BEING MORTAL: MEDICINE AND WHAT MATTERS IN THE END,ATUL GAWANDE
5163,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327892855M/7912007.JPG,20252,180,2010,5,"FULL DARK, NO STARS",STEPHEN KING
5164,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1489409554M/3213286.JPG,142412147,177,2008,5,LET IT SNOW: THREE HOLIDAY ROMANCES,"JOHN GREEN, MAUREEN JOHNSON, LAUREN MYRACLE"
5165,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1402485052M/25100.JPG,679800034,150,1991,5,DREAM COUNTRY (THE SANDMAN #3),"NEIL GAIMAN, KELLEY JONES, CHARLES VESS, COLLEEN DORAN, MALCOLM JONES III, STEVE ERICKSON"
5166,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1470427482M/27362503.JPG,40630,119,2016,5,IT ENDS WITH US,COLLEEN HOOVER
5167,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1389822254M/5246.JPG,142437808,629,1911,5,ETHAN FROME,EDITH WHARTON
5168,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1318936579M/12875355.JPG,307959856,179,2012,5,DEATH COMES TO PEMBERLEY,P.D. JAMES
5169,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1398678136M/7675.JPG,99303744,183,1994,5,DISCLOSURE,MICHAEL CRICHTON
5170,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1350740525M/15034320.JPG,20169,162,2012,5,"PINES (WAYWARD PINES, #1)",BLAKE CROUCH
5171,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1412280173M/22609310.JPG,11858,128,2015,5,CONFESS,COLLEEN HOOVER
5172,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1385508725M/130440.JPG,679774386,430,1957,5,DOCTOR ZHIVAGO,"BORIS PASTERNAK, MAX HAYWARD, MANYA HARARI, JOHN BAYLEY"
5173,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1288828865M/8564935.JPG,7471,168,2010,5,"SWITCHED (TRYLLE, #1)",AMANDA HOCKING
5174,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362339818M/12716010.JPG,40358,159,2012,5,"RAPTURE (FALLEN, #4)",LAUREN KATE
5175,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1296580156M/6512154.JPG,6240,154,2008,5,ZEITOUN,DAVE EGGERS
5176,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348200300M/13362536.JPG,20076,142,2012,5,"OPAL (LUX, #3)",JENNIFER L. ARMENTROUT
5177,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355371689M/682804.JPG,345348109,164,1974,5,"THE KILLER ANGELS (THE CIVIL WAR TRILOGY, #2)",MICHAEL SHAARA
