book_id,title,writer,genres,page_num,pub_year,rating,isbn,image_url
5956,"MAUS I: A SURVIVOR'S TALE: MY FATHER BLEEDS HISTORY (MAUS, #1)",ART SPIEGELMAN,TRAVEL,137,1985,4,394541553,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327884972M/15196.JPG
5957,THE PROPHET,KAHLIL GIBRAN,YOUNGADULT,821,1923,4,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355046521M/2547.JPG
5958,THE GREEN MILE,STEPHEN KING,HISTORY,262,1996,4,451933028,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1373903563M/11566.JPG
5959,"THE CITY OF EMBER (BOOK OF EMBER, #1)",JEANNE DUPRAU,PHILOSOPHY,169,2003,4,375822747,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1397931596M/307791.JPG
5960,THE BROTHERS KARAMAZOV,"FYODOR DOSTOYEVSKY, RICHARD PEVEAR, LARISSA VOLOKHONSKY",PHILOSOPHY,1172,1880,4,374528373,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1427728126M/4934.JPG
5961,CHOKE,CHUCK PALAHNIUK,CLASSIC,184,2001,4,385720920,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403186013M/29059.JPG
5962,FRANNY AND ZOOEY,J.D. SALINGER,YOUNGADULT,225,1961,4,316769029,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355037988M/5113.JPG
5963,THE KITCHEN HOUSE,KATHLEEN GRISSOM,HORROR,146,2010,4,2820,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1463229128M/6837103.JPG
5964,"THE AMBER SPYGLASS (HIS DARK MATERIALS, #3)",PHILIP PULLMAN,SCIENCE,142,2000,4,440238153,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329189152M/18122.JPG
5965,ROBINSON CRUSOE,"DANIEL DEFOE, GERALD MCCANN, VIRGINIA WOOLF",SCIENCE,658,1719,4,375757325,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403180114M/2932.JPG
5966,"KILLING FLOOR (JACK REACHER, #1)",LEE CHILD,TRAVEL,227,1997,4,515141429,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1399313258M/78129.JPG
5967,THE WORLD ACCORDING TO GARP,JOHN IRVING,BIOGRAPHY,265,1978,4,345915593,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1447234581M/7069.JPG
5968,"WHERE SHE WENT (IF I STAY, #2)",GAYLE FORMAN,HISTORY,108,2011,4,525422943,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1347810457M/8492825.JPG
5969,THE GOD DELUSION,RICHARD DAWKINS,CRIME,204,2006,4,618680004,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1347220693M/14743.JPG
5970,"IN THE WOODS (DUBLIN MURDER SQUAD, #1)",TANA FRENCH,YOUNGADULT,178,2007,4,670038601,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348442606M/237209.JPG
5971,MAN'S SEARCH FOR MEANING,VIKTOR E. FRANKL,HORROR,287,1946,4,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1467136625M/4069.JPG
5972,MANSFIELD PARK,"JANE AUSTEN, KATHRYN SUTHERLAND, TONY TANNER, CLAIRE LAMONT",HISTORY,1308,1814,4,141439807,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1397063295M/45032.JPG
5973,I AM MALALA: THE STORY OF THE GIRL WHO STOOD UP FOR EDUCATION AND WAS SHOT BY THE TALIBAN,"MALALA YOUSAFZAI, CHRISTINA LAMB",SCIENCEFICTION,229,2012,4,316322407,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375414895M/17851885.JPG
5974,FANTASTIC BEASTS AND WHERE TO FIND THEM,"NEWT SCAMANDER, J.K. ROWLING, ALBUS DUMBLEDORE",CRIME,223,2001,4,439321603,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1303738520M/41899.JPG
5975,THEIR EYES WERE WATCHING GOD,ZORA NEALE HURSTON,BIOGRAPHY,180,1937,4,61120065,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1368072803M/37415.JPG
5976,THE HOBBIT: GRAPHIC NOVEL,"CHUCK DIXON, J.R.R. TOLKIEN, DAVID WENZEL, SEAN DEMING",YOUNGADULT,144,1989,4,345368584,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1374681632M/659469.JPG
5977,IN HER SHOES,JENNIFER WEINER,CRIME,153,2002,4,743495667,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1435252471M/14758.JPG
5978,HOLY BIBLE: KING JAMES VERSION,ANONYMOUS,TRAVEL,1549,1611,4,12988,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1313518530M/1923820.JPG
5979,"DRAGONFLY IN AMBER (OUTLANDER, #2)",DIANA GABALDON,ADVENTURE,241,1992,4,385335970,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1456114344M/5364.JPG
5980,WAYS OF SEEING,JOHN BERGER,TRAVEL,134,1972,4,140135154,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1464018308M/2784.JPG
5981,"THE GOOD EARTH (HOUSE OF EARTH, #1)",PEARL S. BUCK,BIOGRAPHY,310,1931,4,1711,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1312497600M/1078.JPG
5982,"CLOCKWORK PRINCESS (THE INFERNAL DEVICES, #3)",CASSANDRA CLARE,CRIME,179,2013,4,5336,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1436788488M/18335634.JPG
5983,A MAN CALLED OVE,"FREDRIK BACKMAN, HENNING KOCH",YOUNGADULT,232,2012,4,1539,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1405259930M/18774964.JPG
5984,STATION ELEVEN,EMILY ST. JOHN MANDEL,TRAVEL,163,2014,4,385353308,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1451446835M/20170404.JPG
5985,THE HISTORIAN,ELIZABETH KOSTOVA,YOUNGADULT,229,2005,4,751537284,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1338298031M/10692.JPG
5986,IF YOU GIVE A MOUSE A COOKIE,"LAURA JOFFE NUMEROFF, FELICIA BOND",HORROR,141,1985,4,60245867,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1276046901M/767680.JPG
5987,"THE 5TH WAVE (THE 5TH WAVE, #1)",RICK YANCEY,SCIENCE,202,2013,4,399162410,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1359853842M/16101128.JPG
5988,"STORM FRONT (THE DRESDEN FILES, #1)",JIM BUTCHER,SCIENCE,175,2000,4,451457811,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1419456275M/47212.JPG
5989,BEFORE I GO TO SLEEP,S.J. WATSON,SCIENCE,250,2011,4,62060554,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358353512M/9736930.JPG
5990,JUST LISTEN,SARAH DESSEN,SCIENCE,161,2006,4,670061050,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358270741M/51738.JPG
5991,SNOW CRASH,NEAL STEPHENSON,SCIENCEFICTION,180,1992,4,553380958,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1477624625M/830.JPG
5992,UNDER THE DOME,STEPHEN KING,CRIME,210,2009,4,1890,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1268982908M/6320534.JPG
5993,"FALL OF GIANTS (THE CENTURY TRILOGY, #1)",KEN FOLLETT,BIOGRAPHY,240,2010,4,525951652,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1470384630M/7315573.JPG
5994,WHAT ALICE FORGOT,LIANE MORIARTY,CLASSIC,168,2009,4,141043768,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1377159022M/6469165.JPG
5995,THE INVENTION OF WINGS,SUE MONK KIDD,SCIENCE,163,2014,4,670024783,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1386699861M/18079776.JPG
5996,THE GOD OF SMALL THINGS,ARUNDHATI ROY,ADVENTURE,268,1997,4,679457313,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1436217001M/9777.JPG
5997,BEFORE I FALL,LAUREN OLIVER,ADVENTURE,182,2010,4,61726818,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361044695M/6482837.JPG
5998,"CRESCENDO (HUSH, HUSH, #2)",BECCA FITZPATRICK,BIOGRAPHY,173,2010,4,2862,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362408146M/7791997.JPG
5999,"DARK LOVER (BLACK DAGGER BROTHERHOOD, #1)",J.R. WARD,HISTORY,173,2005,4,451216954,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1429676285M/42899.JPG
6000,"I, ROBOT (ROBOT #0.1)",ISAAC ASIMOV,ADVENTURE,318,1950,4,553803700,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1388321463M/41804.JPG
6001,"THE COLOR OF MAGIC (DISCWORLD, #1; RINCEWIND #1)",TERRY PRATCHETT,YOUNGADULT,253,1983,4,60855924,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407111017M/34497.JPG
6002,"THE MARK OF ATHENA (THE HEROES OF OLYMPUS, #3)",RICK RIORDAN,PHILOSOPHY,165,2012,4,1479,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1464201354M/12127750.JPG
6003,A CONFEDERACY OF DUNCES,"JOHN KENNEDY TOOLE, WALKER PERCY",SCIENCEFICTION,231,1980,4,802130208,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1436747103M/310612.JPG
6004,GO ASK ALICE,"BEATRICE SPARKS, ANONYMOUS",HISTORY,192,1971,4,2200,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327870536M/46799.JPG
6005,"THE ELITE (THE SELECTION, #2)",KIERA CASS,YOUNGADULT,184,2013,4,62059963,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391454595M/16248068.JPG
6006,"HARRY POTTER BOXSET (HARRY POTTER, #1-7)",J.K. ROWLING,TRAVEL,176,1998,4,545044251,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1392579059M/862041.JPG
6007,THE PARIS WIFE,PAULA MCLAIN,SCIENCE,177,2011,4,345521307,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320545874M/8683812.JPG
6008,MESSAGE IN A BOTTLE,NICHOLAS SPARKS,CRIME,233,1998,4,446676071,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1163789140M/3478.JPG
6009,"BLOOD PROMISE (VAMPIRE ACADEMY, #4)",RICHELLE MEAD,HISTORY,176,2009,4,3185,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1442530605M/5996153.JPG
6010,"SPIRIT BOUND (VAMPIRE ACADEMY, #5)",RICHELLE MEAD,BIOGRAPHY,171,2010,4,1296,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1291168967M/6479259.JPG
6011,THE THIRTEENTH TALE,DIANE SETTERFIELD,PHILOSOPHY,237,2006,4,743298020,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1346267826M/40440.JPG
6012,THE WITCHES,"ROALD DAHL, QUENTIN BLAKE",HORROR,274,1983,4,590032496,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1351707720M/6327.JPG
6013,"EVERMORE (THE IMMORTALS, #1)",ALYSON NOEL,CLASSIC,178,2009,4,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362336360M/3975774.JPG
6014,LITTLE BEE,CHRIS CLEAVE,YOUNGADULT,182,2008,4,2021,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344401905M/6948436.JPG
6015,THE THREE MUSKETEERS,ALEXANDRE DUMAS,BIOGRAPHY,1441,1844,4,11730,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320436982M/7190.JPG
6016,THE FIVE LOVE LANGUAGES: HOW TO EXPRESS HEARTFELT COMMITMENT TO YOUR MATE,GARY CHAPMAN,SCIENCEFICTION,247,1990,4,2254,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1369401342M/567795.JPG
6017,"THINGS FALL APART (THE AFRICAN TRILOGY, #1)",CHINUA ACHEBE,CLASSIC,261,1958,4,385474547,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352082529M/37781.JPG
6018,"GUNS, GERMS, AND STEEL: THE FATES OF HUMAN SOCIETIES",JARED DIAMOND,TRAVEL,218,1997,4,739467352,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1453215833M/1842.JPG
6019,BEL CANTO,ANN PATCHETT,PHILOSOPHY,177,2001,4,60838728,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352997328M/5826.JPG
6020,BREAKFAST OF CHAMPIONS,KURT VONNEGUT JR.,TRAVEL,212,1973,4,385334206,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327934446M/4980.JPG
6021,DEFENDING JACOB,WILLIAM LANDAY,BIOGRAPHY,176,2012,4,385344228,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329612158M/11367726.JPG
6022,THE ART OF WAR,"SUN TZU, THOMAS CLEARY",YOUNGADULT,1965,-500,4,4275,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1453417993M/10534.JPG
6023,THE TELL-TALE HEART AND OTHER WRITINGS,EDGAR ALLAN POE,SCIENCE,112,1843,4,553212281,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327936583M/391729.JPG
6024,A FAREWELL TO ARMS,ERNEST HEMINGWAY,HORROR,525,1929,4,99910101,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1313714836M/10799.JPG
6025,NEUROMANCER,WILLIAM GIBSON,CRIME,243,1984,4,441569595,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1167348726M/22328.JPG
6026,THE TALES OF BEEDLE THE BARD,J.K. ROWLING,ADVENTURE,231,2007,4,747599874,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1373467575M/3950967.JPG
6027,FOR WHOM THE BELL TOLLS,ERNEST HEMINGWAY,CLASSIC,471,1940,4,684803356,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1492591524M/46170.JPG
6028,"SHADOW KISS (VAMPIRE ACADEMY, #3)",RICHELLE MEAD,ADVENTURE,188,2008,4,3740,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361099049M/2802316.JPG
6029,"THRONE OF GLASS (THRONE OF GLASS, #1)",SARAH J. MAAS,CLASSIC,173,2012,4,3182,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1495278054M/7896527.JPG
6030,THE LORAX,DR. SEUSS,BIOGRAPHY,140,1971,4,679889108,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327879938M/7784.JPG
6031,THE STRANGE CASE OF DR. JEKYLL AND MR. HYDE,"ROBERT LOUIS STEVENSON, VLADIMIR NABOKOV, MERVYN PEAKE, DAN CHAON",ADVENTURE,2074,1886,4,451528956,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1318116526M/51496.JPG
6032,"THE FINAL EMPIRE (MISTBORN, #1)",BRANDON SANDERSON,SCIENCE,175,2006,4,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1480717416M/68428.JPG
6033,THE CRUCIBLE,"ARTHUR MILLER, CHRISTOPHER BIGSBY",PHILOSOPHY,233,1953,4,142437336,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1447764813M/17250.JPG
6034,"ISLAND OF THE BLUE DOLPHINS (ISLAND OF THE BLUE DOLPHINS, #1)",SCOTT O'DELL,CRIME,227,1960,4,440439884,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1475166260M/233818.JPG
6035,QUIET: THE POWER OF INTROVERTS IN A WORLD THAT CAN'T STOP TALKING,SUSAN CAIN,HISTORY,186,2012,4,307352145,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328562861M/8520610.JPG
6036,"FROSTBITE (VAMPIRE ACADEMY, #2)",RICHELLE MEAD,SCIENCE,193,2008,4,1386,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361098960M/2282133.JPG
6037,A MILLION LITTLE PIECES,JAMES FREY,SCIENCE,169,2003,4,307276902,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1483206985M/1241.JPG
6038,"WILL GRAYSON, WILL GRAYSON","JOHN GREEN, DAVID LEVITHAN",ADVENTURE,186,2010,4,525421580,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1368393890M/6567017.JPG
6039,WHERE THE HEART IS,BILLIE LETTS,SCIENCEFICTION,154,1995,4,446672211,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327959469M/5168.JPG
6040,"A DISCOVERY OF WITCHES (ALL SOULS TRILOGY, #1)",DEBORAH HARKNESS,YOUNGADULT,199,2011,4,670022411,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1322168805M/8667848.JPG
6041,THE NAMESAKE,JHUMPA LAHIRI,SCIENCEFICTION,193,2003,4,618485228,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1480106986M/33917.JPG
6042,STARDUST,NEIL GAIMAN,SCIENCEFICTION,307,1999,4,61142026,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1459127484M/16793.JPG
6043,"THE DEATH CURE (MAZE RUNNER, #3)",JAMES DASHNER,CRIME,188,2011,4,385738773,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1303997647M/7864437.JPG
6044,THE CALL OF THE WILD,JACK LONDON,BIOGRAPHY,1484,1903,4,439227143,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1452291694M/1852.JPG
6045,THE BFG,"ROALD DAHL, QUENTIN BLAKE",PHILOSOPHY,297,1982,4,141311371,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327872673M/6319.JPG
6046,DRESS YOUR FAMILY IN CORDUROY AND DENIM,DAVID SEDARIS,SCIENCE,155,2004,4,965904830,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352983006M/10176.JPG
6047,STRANGER IN A STRANGE LAND,ROBERT A. HEINLEIN,TRAVEL,230,1961,4,441788386,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1156897088M/350.JPG
6048,"THE RED PYRAMID (KANE CHRONICLES, #1)",RICK RIORDAN,BIOGRAPHY,176,2010,4,3444,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1366227978M/7090447.JPG
6049,"STARGIRL (STARGIRL, #1)",JERRY SPINELLI,ADVENTURE,185,2000,4,439488400,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1335947642M/22232.JPG
6050,"THE SUBTLE KNIFE (HIS DARK MATERIALS, #2)",PHILIP PULLMAN,SCIENCEFICTION,155,1997,4,679879250,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1451271814M/119324.JPG
6051,JOHN ADAMS,DAVID MCCULLOUGH,YOUNGADULT,138,2001,4,743223136,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1478144278M/2203.JPG
6052,V FOR VENDETTA,"ALAN MOORE, DAVID   LLOYD",SCIENCE,172,1990,4,2200,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1343668985M/5805.JPG
6053,HOW THE GRINCH STOLE CHRISTMAS!,DR. SEUSS,TRAVEL,172,1957,4,7173040,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327958149M/113946.JPG
6054,"ANNA AND THE FRENCH KISS (ANNA AND THE FRENCH KISS, #1)",STEPHANIE PERKINS,PHILOSOPHY,179,2010,4,525423273,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358271931M/6936382.JPG
6055,THE SCREWTAPE LETTERS,C.S. LEWIS,SCIENCEFICTION,331,1942,4,60652896,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1347801873M/11149.JPG
6056,OLIVER TWIST,"CHARLES DICKENS, GEORGE CRUIKSHANK, PHILIP HORNE",CRIME,1887,1838,4,141439742,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327868529M/18254.JPG
6057,DO ANDROIDS DREAM OF ELECTRIC SHEEP?,"PHILIP K. DICK, ROGER ZELAZNY",SCIENCE,321,1968,4,345404475,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1435458683M/7082.JPG
6058,AND THE MOUNTAINS ECHOED,KHALED HOSSEINI,SCIENCE,235,2012,4,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358190204M/16115612.JPG
6059,"OH, THE PLACES YOU'LL GO!",DR. SEUSS,HISTORY,140,1990,4,679805273,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1421708635M/191139.JPG
6060,ALL QUIET ON THE WESTERN FRONT,"ERICH MARIA REMARQUE, A.W. WHEEN",CRIME,472,1929,4,449213943,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1441227765M/355697.JPG
6061,"THE BAD BEGINNING (A SERIES OF UNFORTUNATE EVENTS, #1)","LEMONY SNICKET, BRETT HELQUIST",HISTORY,226,1999,4,439206472,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1490085391M/78411.JPG
6062,"GRACELING (GRACELING REALM, #1)",KRISTIN CASHORE,BIOGRAPHY,187,2008,4,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331548394M/3236307.JPG
6063,OTHELLO,WILLIAM SHAKESPEARE,ADVENTURE,1153,1603,4,743477553,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1459795105M/12996.JPG
6064,YES PLEASE,AMY POEHLER,SCIENCE,129,2014,4,62268341,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1402815435M/20910157.JPG
6065,"CLOCKWORK PRINCE (THE INFERNAL DEVICES, #2)",CASSANDRA CLARE,PHILOSOPHY,199,2011,4,1330,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1460477747M/10025305.JPG
6066,FEAR AND LOATHING IN LAS VEGAS,"HUNTER S. THOMPSON, RALPH STEADMAN",SCIENCE,198,1971,4,679785892,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1394204569M/7745.JPG
6067,'SALEM'S LOT,STEPHEN KING,ADVENTURE,311,1975,4,450031063,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327891565M/11590.JPG
6068,WE WERE LIARS,E. LOCKHART,CRIME,177,2014,4,9928,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1402749479M/16143347.JPG
6069,"PRINCE CASPIAN (CHRONICLES OF NARNIA, #2)",C.S. LEWIS,CLASSIC,448,1951,4,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308814880M/121749.JPG
6070,"THE WONDERFUL WIZARD OF OZ (OZ, #1)","L. FRANK BAUM, W.W. DENSLOW",SCIENCE,1574,1900,4,140621679,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1398003737M/236093.JPG
6071,"ELDEST (THE INHERITANCE CYCLE, #2)",CHRISTOPHER PAOLINI,CLASSIC,263,2005,4,375840400,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1387119654M/45978.JPG
6072,NAKED,DAVID SEDARIS,HORROR,154,1997,4,316777730,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1394178867M/4138.JPG
6073,THE CASUAL VACANCY,J.K. ROWLING,PHILOSOPHY,239,2012,4,316228532,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358266832M/13497818.JPG
6074,"I AM NUMBER FOUR (LORIEN LEGACIES, #1)",PITTACUS LORE,HISTORY,138,2010,4,61969559,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1305807140M/7747374.JPG
6075,ONE DAY,DAVID NICHOLLS,ADVENTURE,229,2009,4,340896965,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327873020M/6280118.JPG
6076,THE ULTIMATE HITCHHIKER'S GUIDE TO THE GALAXY,DOUGLAS ADAMS,PHILOSOPHY,132,1996,4,345453743,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1404613595M/13.JPG
6077,JAMES AND THE GIANT PEACH,"ROALD DAHL, QUENTIN BLAKE",ADVENTURE,282,1961,4,375814248,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320412586M/6689.JPG
6078,"REFLECTED IN YOU (CROSSFIRE, #2)",SYLVIA DAY,TRAVEL,181,2012,4,425263916,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1477802540M/13596809.JPG
6079,"THE MAGICIAN'S NEPHEW (CHRONICLES OF NARNIA, #6)",C.S. LEWIS,SCIENCE,412,1953,4,60764902,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308814770M/65605.JPG
6080,THE PACT,JODI PICOULT,HORROR,176,1998,4,61150142,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1410754561M/10916.JPG
6081,"THE EYE OF THE WORLD (WHEEL OF TIME, #1)",ROBERT JORDAN,SCIENCE,194,1990,4,812511816,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1337818095M/228665.JPG
6082,THE LAST LECTURE,"RANDY PAUSCH, JEFFREY ZASLOW",BIOGRAPHY,211,2008,4,999,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1388075896M/2318271.JPG
6083,"LEGEND (LEGEND, #1)",MARIE LU,TRAVEL,191,2011,4,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1501368160M/9275658.JPG
6084,WHITE OLEANDER,JANET FITCH,HORROR,196,1999,4,316182540,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1501159524M/32234.JPG
6085,A PRAYER FOR OWEN MEANY,JOHN IRVING,PHILOSOPHY,238,1989,4,552135399,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1260470010M/4473.JPG
6086,FANGIRL,RAINBOW ROWELL,YOUNGADULT,180,2013,4,9316,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1499565420M/16068905.JPG
6087,THE UNBEARABLE LIGHTNESS OF BEING,"MILAN KUNDERA, MICHAEL HENRY HEIM",HORROR,374,1984,4,571224385,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1265401884M/9717.JPG
6088,NEVERWHERE,NEIL GAIMAN,HISTORY,252,1996,4,60557818,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348747943M/14497.JPG
6089,WHERE THE RED FERN GROWS,WILSON RAWLS,SCIENCEFICTION,169,1961,4,375806814,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1166154337M/10365.JPG
6090,"WHERE'D YOU GO, BERNADETTE",MARIA SEMPLE,PHILOSOPHY,178,2012,4,316204277,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1338822317M/13526165.JPG
6091,"CITY OF LOST SOULS (THE MORTAL INSTRUMENTS, #5)",CASSANDRA CLARE,TRAVEL,201,2012,4,1296,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1460477703M/8755776.JPG
6092,ORPHAN TRAIN,CHRISTINA BAKER KLINE,HORROR,165,2013,4,61950726,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362409483M/15818107.JPG
6093,I KNOW WHY THE CAGED BIRD SINGS,MAYA ANGELOU,HORROR,207,1969,4,553279378,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327957927M/13214.JPG
6094,"INKHEART (INKWORLD, #1)","CORNELIA FUNKE, ANTHEA BELL",PHILOSOPHY,234,2003,4,439709105,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328866790M/28194.JPG
6095,THE LIGHT BETWEEN OCEANS,M.L. STEDMAN,SCIENCEFICTION,213,2012,4,2975,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1336683021M/13158800.JPG
