,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,writer,isbn,page_num,pub_year,rating,image_url,genres
8612,8612,8612,8612,HAPPY ACCIDENTS: A MEMOIR,"JANE LYNCH, LISA DICKEY",1401341764,114,2011.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
8613,8613,8613,8613,"DAWN OF WONDER (THE WAKENING, #1)",JONATHAN RENSHAW,,104,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1450681609M/25451852.JPG,YOUNGADULT
8614,8614,8614,8614,"CELEBRITY IN DEATH (IN DEATH, #34)",J.D. ROBB,749955910,136,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328318908M/13007638.JPG,HISTORY
8615,8615,8615,8615,أقوم قيلا,سلطان موسى الموسى,,102,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1394163349M/21394850.JPG,YOUNGADULT
8616,8616,8616,8616,"THE 13½ LIVES OF CAPTAIN BLUEBEAR (ZAMONIA, #1)","WALTER MOERS, JOHN BROWNJOHN",1585678449,160,1999.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
8617,8617,8617,8617,THE WIVES OF HENRY VIII,ANTONIA FRASER,140132937,139,1992.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
8618,8618,8618,8618,EVERY THING ON IT,SHEL SILVERSTEIN,61998168,110,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331416624M/10659536.JPG,TEXTBOOK
8619,8619,8619,8619,THE SNOWMAN,RAYMOND BRIGGS,394839730,150,1978.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355497688M/489972.JPG,PHILOSOPHY
8620,8620,8620,8620,"NASH (MARKED MEN, #4)",JAY CROWNOVER,62333046,115,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391031509M/18655937.JPG,YOUNGADULT
8621,8621,8621,8621,"JUST ONE DROP (THE GREY WOLVES, #3)",QUINN LOFTIS,,108,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1325565121M/13363270.JPG,TRAVEL
8622,8622,8622,8622,BILLIONS & BILLIONS: THOUGHTS ON LIFE AND DEATH AT THE BRINK OF THE MILLENNIUM,"CARL SAGAN, ANN DRUYAN",345379187,130,1997.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1366573520M/61665.JPG,HORROR
8623,8623,8623,8623,"ROUGH COUNTRY (VIRGIL FLOWERS, #3)",JOHN SANDFORD,399155988,127,2009.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
8624,8624,8624,8624,RABBIT REDUX (RABBIT ANGSTROM #2),JOHN UPDIKE,449911934,152,1971.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
8625,8625,8625,8625,LEMONY SNICKET: THE UNAUTHORIZED AUTOBIOGRAPHY (A SERIES OF UNFORTUNATE EVENTS COMPANION),LEMONY SNICKET,60562250,119,2002.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TRAVEL
8626,8626,8626,8626,"ROSS POLDARK (POLDARK, #1)",WINSTON GRAHAM,330344951,159,1945.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1360785361M/194618.JPG,HORROR
8627,8627,8627,8627,"ORPHAN X (ORPHAN X, #1)",GREGG HURWITZ,1250067847,139,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1435262799M/25663888.JPG,TRAVEL
8628,8628,8628,8628,"THE LOOK OF LOVE (SAN FRANCISCO SULLIVANS, #1; THE SULLIVANS, #1)",BELLA ANDRE,,126,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1398783845M/11757975.JPG,PHILOSOPHY
8629,8629,8629,8629,BLOCKADE BILLY,STEPHEN KING,1587672286,119,2010.0,3.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
8630,8630,8630,8630,THE MATLOCK PAPER,ROBERT LUDLUM,752858637,155,1973.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
8631,8631,8631,8631,BREAKFAST WITH BUDDHA,ROLAND MERULLO,1565125525,116,2007.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
8632,8632,8632,8632,THE TWELVE CAESARS,"SUETONIUS, MICHAEL GRANT, ROBERT GRAVES",140449213,332,119.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1347187766M/29022.JPG,CRIME
8633,8633,8633,8633,حوجن [ḤAWJAN],"IBRAHEEM ABBAS, إبراهيم عباس, YASSER BAHJATT",1627761314,110,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1370371939M/18039755.JPG,HORROR
8634,8634,8634,8634,"SHARPE'S RIFLES (SHARPE, #6)",BERNARD CORNWELL,140294295,114,1988.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
8635,8635,8635,8635,"VECTOR PRIME (STAR WARS: THE NEW JEDI ORDER, #1)",R.A. SALVATORE,345479335,126,1999.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1412181316M/192214.JPG,SCIENCE
8636,8636,8636,8636,"TOUCHING DARKNESS (MIDNIGHTERS, #2)",SCOTT WESTERFELD,60519568,131,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1315537376M/24767.JPG,HISTORY
8637,8637,8637,8637,"REVENGE OF THE SPELLMANS (THE SPELLMANS, #3)",LISA LUTZ,1416593381,125,2009.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
8638,8638,8638,8638,DETROIT: AN AMERICAN AUTOPSY,CHARLIE LEDUFF,1594205345,110,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1350363602M/15811520.JPG,BIOGRAPHY
8639,8639,8639,8639,"GAUDY NIGHT (LORD PETER WIMSEY, #12)",DOROTHY L. SAYERS,61043494,172,1935.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
8640,8640,8640,8640,"KINGS RISING (CAPTIVE PRINCE, #3)",C.S. PACAT,174348495X,114,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1454160767M/17158532.JPG,TRAVEL
8641,8641,8641,8641,"RIVAL (FALL AWAY, #2)","PENELOPE DOUGLAS, ABBY CRADEN, NELSON HOBBS",,117,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1394971101M/18129852.JPG,HORROR
8642,8642,8642,8642,"MORTAL ENGINES (THE HUNGRY CITY CHRONICLES, #1)",PHILIP REEVE,60082097,151,2001.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352173057M/287861.JPG,HORROR
8643,8643,8643,8643,PRIVATE LONDON (PRIVATE #4),"JAMES PATTERSON, MARK PEARSON",1846058317,134,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328415596M/10399742.JPG,CRIME
8644,8644,8644,8644,"BLOOD CROSS (JANE YELLOWROCK, #2)",FAITH HUNTER,451463072,113,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1255066735M/6659254.JPG,SCIENCE
8645,8645,8645,8645,"SPYING IN HIGH HEELS (HIGH HEELS, #1)",GEMMA HALLIDAY,,122,2006.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327885046M/204479.JPG,YOUNGADULT
8646,8646,8646,8646,"THE LADY IN THE LAKE (PHILIP MARLOWE, #4)",RAYMOND CHANDLER,394758250,229,1943.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1501530591M/776159.JPG,YOUNGADULT
8647,8647,8647,8647,I LOVE YOU THROUGH AND THROUGH,"BERNADETTE ROSSETTI-SHUSTAK, CAROLINE JAYNE CHURCH",439673631,110,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328866587M/232958.JPG,HISTORY
8648,8648,8648,8648,"CRASH & BURN (TESSA LEONI, #3)",LISA GARDNER,525954562,138,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403630851M/22571612.JPG,YOUNGADULT
8649,8649,8649,8649,"JUSTICE, VOLUME 1","JIM KRUEGER, ALEX ROSS, DOUG BRAITHWAITE",1401211038,106,2006.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
8650,8650,8650,8650,"RIVER OF BLUE FIRE (OTHERLAND, #2)",TAD WILLIAMS,886778441,120,1998.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309992269M/10084.JPG,SCIENCE
8651,8651,8651,8651,"THE WIND SINGER (WIND ON FIRE, #1)","WILLIAM NICHOLSON, PETER SÍS",786814179,154,2000.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1293635554M/295169.JPG,TRAVEL
8652,8652,8652,8652,THE END OF MR. Y,SCARLETT THOMAS,156031612,152,2006.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1389137862M/93436.JPG,TEXTBOOK
8653,8653,8653,8653,GENTLEMEN OF THE ROAD,"MICHAEL CHABON, GARY GIANNI",345501748,136,2007.0,3.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
8654,8654,8654,8654,THOSE GUYS HAVE ALL THE FUN: INSIDE THE WORLD OF ESPN,"JAMES ANDREW MILLER, TOM SHALES",316043001,112,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344271458M/9476510.JPG,BIOGRAPHY
8655,8655,8655,8655,BIG FISH,DANIEL WALLACE,743484258,148,1998.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
8656,8656,8656,8656,"BREAKABLE (CONTOURS OF THE HEART, #2)",TAMMARA WEBBER,425266869,127,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1384787127M/17936925.JPG,TEXTBOOK
8657,8657,8657,8657,THE DEATH OF BEES,LISA O'DONNELL,62209841,124,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358353202M/15818333.JPG,PHILOSOPHY
8658,8658,8658,8658,BELLA TUSCANY,FRANCES MAYES,076790284X,126,1999.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
8659,8659,8659,8659,"BLACK DAWN (THE MORGANVILLE VAMPIRES, #12)",RACHEL CAINE,451236718,118,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1318112062M/9526658.JPG,HISTORY
8660,8660,8660,8660,THROUGH MY EYES,"TIM TEBOW, NATHAN WHITAKER",62007289,116,2011.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
8661,8661,8661,8661,"PARABLE OF THE TALENTS (EARTHSEED, #2)",OCTAVIA E. BUTLER,446610380,124,1998.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1170553715M/60932.JPG,SCIENCE
8662,8662,8662,8662,"LOCKE & KEY, VOL. 6: ALPHA & OMEGA","JOE HILL, GABRIEL RODRÍGUEZ",1613778538,113,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391443566M/16164271.JPG,BIOGRAPHY
8663,8663,8663,8663,"EMPIRE OF THE SUN (EMPIRE OF THE SUN, #1)",J.G. BALLARD,,182,1984.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1338519188M/56674.JPG,HORROR
8664,8664,8664,8664,THE COUNTRY MOUSE AND THE CITY MOUSE; THE FOX AND THE CROW; THE DOG AND HIS BONE,"PATRICIA M. SCARRY, RICHARD SCARRY",307020754,102,1961.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
8665,8665,8665,8665,DARK STAR SAFARI: OVERLAND FROM CAIRO TO CAPE TOWN,PAUL THEROUX,618446877,128,2002.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CLASSIC
8666,8666,8666,8666,"CRYSTAL SINGER (CRYSTAL SINGER, #1)",ANNE MCCAFFREY,345327861,130,1982.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403186691M/653711.JPG,BIOGRAPHY
8667,8667,8667,8667,"THE ASSASSIN AND THE UNDERWORLD (THRONE OF GLASS, #0.4)",SARAH J. MAAS,,112,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1336062984M/13546173.JPG,HORROR
8668,8668,8668,8668,IF YOU GIVE A CAT A CUPCAKE,"LAURA JOFFE NUMEROFF, FELICIA BOND",60283246,110,2008.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TRAVEL
8669,8669,8669,8669,DARTH PLAGUEIS,JAMES LUCENO,034551128X,124,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1405546262M/11099729.JPG,SCIENCE
8670,8670,8670,8670,"THE RAINBOW COMES AND GOES: A MOTHER AND SON ON LIFE, LOVE, AND LOSS","ANDERSON COOPER, GLORIA VANDERBILT",006245496X,114,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1456162664M/26072609.JPG,SCIENCE
8671,8671,8671,8671,UNDERGROUND AIRLINES,BEN H. WINTERS,316261246,121,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1443732702M/23208397.JPG,CRIME
8672,8672,8672,8672,"RAVEN BLACK (SHETLAND ISLAND, #1)",ANN CLEEVES,312359667,140,2006.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
8673,8673,8673,8673,"INFAMOUS (CHRONICLES OF NICK, #3)",SHERRILYN KENYON,1250002826,117,2012.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
8674,8674,8674,8674,HAVING OUR SAY: THE DELANY SISTERS' FIRST 100 YEARS,"SARAH L. DELANY, A. ELIZABETH DELANY, AMY HILL HEARTH",440220424,116,1993.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403192701M/792938.JPG,CRIME
8675,8675,8675,8675,LUSH LIFE,RICHARD PRICE,374299250,128,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1316137153M/1862313.JPG,SCIENCE
8676,8676,8676,8676,WHAT'S EATING GILBERT GRAPE,PETER HEDGES,671038540,122,1991.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
8677,8677,8677,8677,"CURTSIES & CONSPIRACIES (FINISHING SCHOOL, #2)",GAIL CARRIGER,,126,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1359660588M/15723286.JPG,TEXTBOOK
8678,8678,8678,8678,THE TRUTH ACCORDING TO US,ANNIE BARROWS,385342942,129,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1465284604M/22551743.JPG,SCIENCE
8679,8679,8679,8679,"REUNION (REDEMPTION, #5)","KAREN KINGSBURY, GARY SMALLEY",842386882,127,2004.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1406506549M/11432.JPG,SCIENCEFICTION
8680,8680,8680,8680,"MORE TALES OF THE CITY (TALES OF THE CITY, #2)",ARMISTEAD MAUPIN,055299877X,134,1980.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1347443502M/16256.JPG,HORROR
8681,8681,8681,8681,THÉRÈSE RAQUIN,"ÉMILE ZOLA, ROBIN BUSS",140449442,208,1867.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1282318692M/110871.JPG,CRIME
8682,8682,8682,8682,THE NIGHT STRANGERS,CHRIS BOHJALIAN,307394999,116,2011.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308866180M/10209997.JPG,BIOGRAPHY
8683,8683,8683,8683,"THE BILLIONAIRE'S OBSESSION ~ SIMON (THE BILLIONAIRE'S OBSESSION, #1)",J.S. SCOTT,,113,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362454880M/17557143.JPG,SCIENCE
8684,8684,8684,8684,BEHIND HER EYES,SARAH PINBOROUGH,125011117X,130,2017.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1485279813M/28965131.JPG,PHILOSOPHY
8685,8685,8685,8685,THE KING IN YELLOW AND OTHER HORROR STORIES,"ROBERT W. CHAMBERS, E.F. BLEILER",486437507,441,1895.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1416873291M/129798.JPG,SCIENCEFICTION
8686,8686,8686,8686,H.M.S. SURPRISE,PATRICK O'BRIAN,393307611,163,1973.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1453820127M/77427.JPG,HORROR
8687,8687,8687,8687,THE VIRTUE OF SELFISHNESS: A NEW CONCEPT OF EGOISM,"AYN RAND, NATHANIEL BRANDEN",451163931,153,1961.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1425001997M/665.JPG,YOUNGADULT
8688,8688,8688,8688,"TWENTY WISHES (BLOSSOM STREET, #5)",DEBBIE MACOMBER,778325504,147,2008.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
8689,8689,8689,8689,THROUGH BLACK SPRUCE,JOSEPH BOYDEN,670020575,122,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1480136683M/3479967.JPG,HORROR
8690,8690,8690,8690,ONE GOOD DOG,SUSAN  WILSON,312571259,118,2010.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,PHILOSOPHY
8691,8691,8691,8691,SEXING THE CHERRY,JEANETTE WINTERSON,802135781,140,1989.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328824090M/15050.JPG,CLASSIC
8692,8692,8692,8692,THE MURDERER'S DAUGHTERS,RANDY SUSAN MEYERS,312576986,125,2009.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
8693,8693,8693,8693,"STRANGERS IN DEATH (IN DEATH, #26)",J.D. ROBB,399154701,142,2008.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CLASSIC
8694,8694,8694,8694,"THE ARCHIVED (THE ARCHIVED, #1)",VICTORIA SCHWAB,1423157311,115,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1338729878M/10929432.JPG,TEXTBOOK
8695,8695,8695,8695,GLENGARRY GLEN ROSS,DAVID MAMET,802130917,119,1983.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1396078804M/251446.JPG,SCIENCE
8696,8696,8696,8696,THE ISLAND OF THE DAY BEFORE,UMBERTO ECO,156030373,214,1994.0,3.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
8697,8697,8697,8697,THE SOUND OF GRAVEL,RUTH WARINER,1250077699,108,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1436200674M/25332115.JPG,CRIME
8698,8698,8698,8698,THE COMPLETE ADVENTURES OF PETER RABBIT,BEATRIX POTTER,072324734X,111,1982.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309201736M/194870.JPG,SCIENCEFICTION
8699,8699,8699,8699,A CHARLIE BROWN CHRISTMAS,CHARLES M. SCHULZ,606300538,159,1965.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
8700,8700,8700,8700,"SIN CITY: UNA DURA DESPEDIDA, #1 DE 3",FRANK MILLER,9509051373,102,1991.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
8701,8701,8701,8701,"HOSTAGE TO PLEASURE (PSY-CHANGELING, #5)",NALINI SINGH,425223256,127,2008.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
8702,8702,8702,8702,"RANDOM FAMILY: LOVE, DRUGS, TROUBLE, AND COMING OF AGE IN THE BRONX",ADRIAN NICOLE LEBLANC,743254430,113,2003.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
8703,8703,8703,8703,RESURRECTION,"LEO TOLSTOY, LOUISE MAUDE, AYLMER MAUDE",735102864,511,1899.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1335874776M/42641.JPG,CLASSIC
8704,8704,8704,8704,"HARD MAGIC (GRIMNOIR CHRONICLES, #1)",LARRY CORREIA,1439134340,116,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327951330M/8643407.JPG,CRIME
8705,8705,8705,8705,"STORM PREY (LUCAS DAVENPORT, #20)",JOHN SANDFORD,1847376177,127,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1272913373M/6878614.JPG,CLASSIC
8706,8706,8706,8706,THE CASE FOR A CREATOR: A JOURNALIST INVESTIGATES SCIENTIFIC EVIDENCE THAT POINTS TOWARD GOD,LEE STROBEL,310240506,127,2004.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CLASSIC
8707,8707,8707,8707,"FATED (ALEX VERUS, #1)",BENEDICT JACKA,1937007294,113,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1330906653M/11737387.JPG,SCIENCE
8708,8708,8708,8708,INSTRUCTIONS FOR A HEATWAVE,MAGGIE O'FARRELL,755358783,135,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1349796972M/16077150.JPG,SCIENCEFICTION
8709,8709,8709,8709,"VICTIMS (ALEX DELAWARE, #27)",JONATHAN KELLERMAN,345505719,131,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1313220531M/12022496.JPG,BIOGRAPHY
8710,8710,8710,8710,"THE JOB (FOX AND O'HARE, #3)","JANET EVANOVICH, LEE GOLDBERG",345543122,122,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1410763754M/21530229.JPG,HORROR
8711,8711,8711,8711,"OLD SCHOOL (DIARY OF A WIMPY KID, #10)",JEFF KINNEY,1419717014,159,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1430174375M/25222064.JPG,YOUNGADULT
8712,8712,8712,8712,"EVELYN, AFTER",VICTORIA HELEN STONE,,105,2016.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
8713,8713,8713,8713,THE SKIN I'M IN,SHARON G. FLAKE,786813075,122,1998.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1305064345M/751635.JPG,SCIENCEFICTION
8714,8714,8714,8714,THE EYE OF GOD (SIGMA FORCE #9),JAMES ROLLINS,006178480X,136,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1359823174M/16065538.JPG,SCIENCE
8715,8715,8715,8715,AN ARTIST OF THE FLOATING WORLD,KAZUO ISHIGURO,571225365,163,1986.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327786035M/28922.JPG,CRIME
8716,8716,8716,8716,NIGHT TRAIN TO LISBON,"PASCAL MERCIER, BARBARA HARSHAV",802118585,180,2004.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CLASSIC
8717,8717,8717,8717,"ROMANCING THE DUKE (CASTLES EVER AFTER, #1)",TESSA DARE,62240196,116,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1377311107M/18052985.JPG,TEXTBOOK
8718,8718,8718,8718,"THE MAN WITH A LOAD OF MISCHIEF (RICHARD JURY, #1)",MARTHA GRIMES,451410815,125,1981.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
8719,8719,8719,8719,"THE UNDERWORLD (FALLEN STAR, #2)",JESSICA SORENSEN,1463756976,109,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1417703488M/11714997.JPG,BIOGRAPHY
8720,8720,8720,8720,"THE PATH BETWEEN THE SEAS: THE CREATION OF THE PANAMA CANAL, 1870-1914",DAVID MCCULLOUGH,743262131,129,1977.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
8721,8721,8721,8721,LAROSE,LOUISE ERDRICH,62277022,125,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1445606455M/26116430.JPG,CLASSIC
